2022-06-05 23:01:28,105 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxLeft', movement_id=None, no_fk=True, problem='CantiBoxLeft_process.json', problem_subdir='results')
2022-06-05 23:01:30,549 | itj_planning | INFO | # 253   A56_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b5')
2022-06-05 23:01:30,549 | itj_planning | INFO |                    289 TrajPts.
2022-06-05 23:01:30,549 | itj_planning | INFO | # 255   A56_M2  L  Linear Advance to Storage Frame of Beam ('b5')
2022-06-05 23:01:30,549 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,549 | itj_planning | INFO | # 258   A56_M5  L  Linear Retract after picking up Beam ('b5')
2022-06-05 23:01:30,550 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,550 | itj_planning | INFO | # 259   A57_M0  F  Free Move to bring Beam ('b5') to approach clamps on structure.
2022-06-05 23:01:30,550 | itj_planning | INFO |                    160 TrajPts.
2022-06-05 23:01:30,550 | itj_planning | INFO | # 260   A57_M1  L  Linear Advance to bring Beam ('b5') into clamp jaws
2022-06-05 23:01:30,550 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,550 | itj_planning | INFO | # 262   A57_M3  L  Robot and Clamps (['c3']) syncronously move to clamp Beam ('b5')
2022-06-05 23:01:30,550 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,550 | itj_planning | INFO | # 268   A61_M2  L  Linear retract of Gripper from Beam ('b5')
2022-06-05 23:01:30,550 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,551 | itj_planning | INFO | # 271   A63_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,551 | itj_planning | INFO |                    252 TrajPts.
2022-06-05 23:01:30,551 | itj_planning | INFO | # 272   A63_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,551 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,551 | itj_planning | INFO | # 274   A63_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,551 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,551 | itj_planning | INFO | # 275   A64_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,551 | itj_planning | INFO |                    95  TrajPts.
2022-06-05 23:01:30,552 | itj_planning | INFO | # 277   A64_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,552 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,552 | itj_planning | INFO | # 281   A64_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,552 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,552 | itj_planning | INFO | # 282   A64_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,552 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,552 | itj_planning | INFO | # 284   A65_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,552 | itj_planning | INFO |                    232 TrajPts.
2022-06-05 23:01:30,553 | itj_planning | INFO | # 286   A65_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,553 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,553 | itj_planning | INFO | # 287   A65_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,553 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,553 | itj_planning | INFO | # 290   A65_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,554 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,554 | itj_planning | INFO | # 292   A66_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-05 23:01:30,554 | itj_planning | INFO |                    86  TrajPts.
2022-06-05 23:01:30,554 | itj_planning | INFO | # 294   A66_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-05 23:01:30,554 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,554 | itj_planning | INFO | # 298   A66_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,554 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,555 | itj_planning | INFO | # 299   A66_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,555 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,555 | itj_planning | INFO | # 302   A67_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c2'), to place tool in storage.
2022-06-05 23:01:30,555 | itj_planning | INFO |                    211 TrajPts.
2022-06-05 23:01:30,555 | itj_planning | INFO | # 303   A67_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,555 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,555 | itj_planning | INFO | # 304   A67_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,555 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,555 | itj_planning | INFO | # 307   A67_M6  L  Linear Retract after placing CL3 ('c2') in storage
2022-06-05 23:01:30,556 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,556 | itj_planning | INFO | # 308   A68_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-05 23:01:30,556 | itj_planning | INFO |                    107 TrajPts.
2022-06-05 23:01:30,556 | itj_planning | INFO | # 310   A68_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-05 23:01:30,556 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,556 | itj_planning | INFO | # 314   A68_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,556 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,556 | itj_planning | INFO | # 315   A68_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,557 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,557 | itj_planning | INFO | # 317   A69_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-06-05 23:01:30,557 | itj_planning | INFO |                    127 TrajPts.
2022-06-05 23:01:30,557 | itj_planning | INFO | # 319   A69_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,558 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,558 | itj_planning | INFO | # 320   A69_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,558 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,559 | itj_planning | INFO | # 323   A69_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-05 23:01:30,559 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,559 | itj_planning | INFO | # 325   A70_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,559 | itj_planning | INFO |                    99  TrajPts.
2022-06-05 23:01:30,559 | itj_planning | INFO | # 326   A70_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,559 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,560 | itj_planning | INFO | # 328   A70_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,560 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,560 | itj_planning | INFO | # 329   A71_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b6')
2022-06-05 23:01:30,560 | itj_planning | INFO |                    114 TrajPts.
2022-06-05 23:01:30,560 | itj_planning | INFO | # 331   A71_M2  L  Linear Advance to Storage Frame of Beam ('b6')
2022-06-05 23:01:30,560 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,560 | itj_planning | INFO | # 334   A71_M5  L  Linear Retract after picking up Beam ('b6')
2022-06-05 23:01:30,560 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,560 | itj_planning | INFO | # 335   A72_M0  F  Free Move to bring Beam ('b6') to approach clamps on structure.
2022-06-05 23:01:30,561 | itj_planning | INFO |                    129 TrajPts.
2022-06-05 23:01:30,561 | itj_planning | INFO | # 336   A72_M1  L  Linear Advance to bring Beam ('b6') into clamp jaws
2022-06-05 23:01:30,561 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,561 | itj_planning | INFO | # 338   A72_M3  L  Robot and Clamps (['c4', 'c1']) syncronously move to clamp Beam ('b6')
2022-06-05 23:01:30,561 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,561 | itj_planning | INFO | # 341   A73_M2  L  Linear retract of Gripper from Beam ('b6')
2022-06-05 23:01:30,561 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,561 | itj_planning | INFO | # 344   A75_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,562 | itj_planning | INFO |                    167 TrajPts.
2022-06-05 23:01:30,562 | itj_planning | INFO | # 345   A75_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,562 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,562 | itj_planning | INFO | # 347   A75_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,562 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,562 | itj_planning | INFO | # 348   A76_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,562 | itj_planning | INFO |                    245 TrajPts.
2022-06-05 23:01:30,562 | itj_planning | INFO | # 350   A76_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,563 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,563 | itj_planning | INFO | # 354   A76_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,563 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,563 | itj_planning | INFO | # 355   A76_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,563 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,563 | itj_planning | INFO | # 357   A77_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,563 | itj_planning | INFO |                    408 TrajPts.
2022-06-05 23:01:30,563 | itj_planning | INFO | # 359   A77_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,564 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,564 | itj_planning | INFO | # 360   A77_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,564 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,564 | itj_planning | INFO | # 363   A77_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,564 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,564 | itj_planning | INFO | # 365   A78_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,564 | itj_planning | INFO |                    188 TrajPts.
2022-06-05 23:01:30,564 | itj_planning | INFO | # 366   A78_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,565 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,565 | itj_planning | INFO | # 368   A78_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,565 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,565 | itj_planning | INFO | # 369   A79_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b7')
2022-06-05 23:01:30,565 | itj_planning | INFO |                    119 TrajPts.
2022-06-05 23:01:30,565 | itj_planning | INFO | # 371   A79_M2  L  Linear Advance to Storage Frame of Beam ('b7')
2022-06-05 23:01:30,565 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,565 | itj_planning | INFO | # 374   A79_M5  L  Linear Retract after picking up Beam ('b7')
2022-06-05 23:01:30,565 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,566 | itj_planning | INFO | # 375   A80_M0  F  Free Move to bring Beam ('b7') to approach clamps on structure.
2022-06-05 23:01:30,566 | itj_planning | INFO |                    98  TrajPts.
2022-06-05 23:01:30,566 | itj_planning | INFO | # 376   A80_M1  L  Linear Advance to bring Beam ('b7') into clamp jaws
2022-06-05 23:01:30,566 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,566 | itj_planning | INFO | # 378   A80_M3  L  Robot and Clamps (['c1']) syncronously move to clamp Beam ('b7')
2022-06-05 23:01:30,566 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,566 | itj_planning | INFO | # 385   A85_M2  L  Linear retract of Gripper from Beam ('b7')
2022-06-05 23:01:30,566 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,567 | itj_planning | INFO | # 388   A87_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,567 | itj_planning | INFO |                    151 TrajPts.
2022-06-05 23:01:30,567 | itj_planning | INFO | # 389   A87_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,567 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,567 | itj_planning | INFO | # 391   A87_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,567 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,567 | itj_planning | INFO | # 392   A88_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,567 | itj_planning | INFO |                    201 TrajPts.
2022-06-05 23:01:30,568 | itj_planning | INFO | # 394   A88_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,568 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,568 | itj_planning | INFO | # 398   A88_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,568 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,568 | itj_planning | INFO | # 399   A88_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,568 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,568 | itj_planning | INFO | # 402   A89_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c1'), to place tool in storage.
2022-06-05 23:01:30,568 | itj_planning | INFO |                    175 TrajPts.
2022-06-05 23:01:30,568 | itj_planning | INFO | # 403   A89_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c1'). (Faster)
2022-06-05 23:01:30,569 | itj_planning | INFO |                    22  TrajPts.
2022-06-05 23:01:30,569 | itj_planning | INFO | # 404   A89_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c1').
2022-06-05 23:01:30,569 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,569 | itj_planning | INFO | # 407   A89_M6  L  Linear Retract after placing CL3 ('c1') in storage
2022-06-05 23:01:30,569 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,569 | itj_planning | INFO | # 408   A90_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-05 23:01:30,569 | itj_planning | INFO |                    167 TrajPts.
2022-06-05 23:01:30,570 | itj_planning | INFO | # 410   A90_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-05 23:01:30,570 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,570 | itj_planning | INFO | # 414   A90_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,570 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,570 | itj_planning | INFO | # 415   A90_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,570 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,571 | itj_planning | INFO | # 417   A91_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-06-05 23:01:30,571 | itj_planning | INFO |                    103 TrajPts.
2022-06-05 23:01:30,571 | itj_planning | INFO | # 419   A91_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,571 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,571 | itj_planning | INFO | # 420   A91_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,571 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,571 | itj_planning | INFO | # 423   A91_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-06-05 23:01:30,572 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,572 | itj_planning | INFO | # 425   A92_M0  F  Free Move for Toolchanger to approach CL3 ('c2'), to get clamp from storage.
2022-06-05 23:01:30,572 | itj_planning | INFO |                    96  TrajPts.
2022-06-05 23:01:30,572 | itj_planning | INFO | # 426   A92_M1  L  Toolchanger Advance to dock with CL3 ('c2').
2022-06-05 23:01:30,572 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,572 | itj_planning | INFO | # 430   A92_M5  L  Linear Retract 1 from Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,572 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,572 | itj_planning | INFO | # 431   A92_M6  L  Linear Retract 2 from Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,573 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,573 | itj_planning | INFO | # 432   A93_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-06-05 23:01:30,573 | itj_planning | INFO |                    145 TrajPts.
2022-06-05 23:01:30,573 | itj_planning | INFO | # 434   A93_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,574 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,574 | itj_planning | INFO | # 435   A93_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,574 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,575 | itj_planning | INFO | # 438   A93_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-06-05 23:01:30,575 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,575 | itj_planning | INFO | # 440   A94_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,575 | itj_planning | INFO |                    227 TrajPts.
2022-06-05 23:01:30,575 | itj_planning | INFO | # 441   A94_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,575 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,575 | itj_planning | INFO | # 443   A94_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,575 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,576 | itj_planning | INFO | # 444   A95_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b12')
2022-06-05 23:01:30,576 | itj_planning | INFO |                    121 TrajPts.
2022-06-05 23:01:30,576 | itj_planning | INFO | # 446   A95_M2  L  Linear Advance to Storage Frame of Beam ('b12')
2022-06-05 23:01:30,576 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,576 | itj_planning | INFO | # 449   A95_M5  L  Linear Retract after picking up Beam ('b12')
2022-06-05 23:01:30,576 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,576 | itj_planning | INFO | # 450   A96_M0  F  Free Move to bring Beam ('b12') to approach clamps on structure.
2022-06-05 23:01:30,576 | itj_planning | INFO |                    230 TrajPts.
2022-06-05 23:01:30,577 | itj_planning | INFO | # 451   A96_M1  L  Linear Advance to bring Beam ('b12') into clamp jaws
2022-06-05 23:01:30,577 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,577 | itj_planning | INFO | # 453   A96_M3  L  Robot and Clamps (['c2', 'c3']) syncronously move to clamp Beam ('b12')
2022-06-05 23:01:30,577 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,577 | itj_planning | INFO | # 456   A97_M2  L  Linear retract of Gripper from Beam ('b12')
2022-06-05 23:01:30,577 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,577 | itj_planning | INFO | # 459   A99_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,577 | itj_planning | INFO |                    156 TrajPts.
2022-06-05 23:01:30,578 | itj_planning | INFO | # 460   A99_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,578 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,578 | itj_planning | INFO | # 462   A99_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,578 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,578 | itj_planning | INFO | # 463  A100_M0  F  Free Move for Toolchanger to approach CL3 ('c1'), to get clamp from storage.
2022-06-05 23:01:30,578 | itj_planning | INFO |                    42  TrajPts.
2022-06-05 23:01:30,578 | itj_planning | INFO | # 464  A100_M1  L  Toolchanger Advance to dock with CL3 ('c1').
2022-06-05 23:01:30,578 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,579 | itj_planning | INFO | # 468  A100_M5  L  Linear Retract 1 from Storage Frame of CL3 ('c1').
2022-06-05 23:01:30,579 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,579 | itj_planning | INFO | # 469  A100_M6  L  Linear Retract 2 from Storage Frame of CL3 ('c1'). (Faster)
2022-06-05 23:01:30,579 | itj_planning | INFO |                    22  TrajPts.
2022-06-05 23:01:30,579 | itj_planning | INFO | # 470  A101_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,579 | itj_planning | INFO |                    202 TrajPts.
2022-06-05 23:01:30,579 | itj_planning | INFO | # 472  A101_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,579 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,579 | itj_planning | INFO | # 473  A101_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,580 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,580 | itj_planning | INFO | # 476  A101_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,580 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,580 | itj_planning | INFO | # 478  A102_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-05 23:01:30,580 | itj_planning | INFO |                    270 TrajPts.
2022-06-05 23:01:30,580 | itj_planning | INFO | # 480  A102_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-05 23:01:30,580 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,580 | itj_planning | INFO | # 484  A102_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,581 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,581 | itj_planning | INFO | # 485  A102_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,581 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,581 | itj_planning | INFO | # 487  A103_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-06-05 23:01:30,581 | itj_planning | INFO |                    228 TrajPts.
2022-06-05 23:01:30,581 | itj_planning | INFO | # 489  A103_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,581 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,581 | itj_planning | INFO | # 490  A103_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,582 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,582 | itj_planning | INFO | # 493  A103_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-06-05 23:01:30,582 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,582 | itj_planning | INFO | # 495  A104_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,582 | itj_planning | INFO |                    147 TrajPts.
2022-06-05 23:01:30,582 | itj_planning | INFO | # 496  A104_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,582 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,582 | itj_planning | INFO | # 498  A104_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,582 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,583 | itj_planning | INFO | # 499  A105_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b13')
2022-06-05 23:01:30,583 | itj_planning | INFO |                    139 TrajPts.
2022-06-05 23:01:30,583 | itj_planning | INFO | # 501  A105_M2  L  Linear Advance to Storage Frame of Beam ('b13')
2022-06-05 23:01:30,583 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,583 | itj_planning | INFO | # 504  A105_M5  L  Linear Retract after picking up Beam ('b13')
2022-06-05 23:01:30,583 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,583 | itj_planning | INFO | # 505  A106_M0  F  Free Move to bring Beam ('b13') to approach clamps on structure.
2022-06-05 23:01:30,583 | itj_planning | INFO |                    105 TrajPts.
2022-06-05 23:01:30,584 | itj_planning | INFO | # 506  A106_M1  L  Linear Advance to bring Beam ('b13') into clamp jaws
2022-06-05 23:01:30,584 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,584 | itj_planning | INFO | # 508  A106_M3  L  Robot and Clamps (['c1', 'c2']) syncronously move to clamp Beam ('b13')
2022-06-05 23:01:30,584 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,584 | itj_planning | INFO | # 511  A107_M2  L  Linear retract of Gripper from Beam ('b13')
2022-06-05 23:01:30,584 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,584 | itj_planning | INFO | # 514  A109_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,584 | itj_planning | INFO |                    170 TrajPts.
2022-06-05 23:01:30,585 | itj_planning | INFO | # 515  A109_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,585 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,585 | itj_planning | INFO | # 517  A109_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,585 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,585 | itj_planning | INFO | # 518  A110_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,585 | itj_planning | INFO |                    223 TrajPts.
