2022-05-27 17:14:24,978 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxRight', movement_id=None, no_fk=True, problem='CantiBoxRight_process.json', problem_subdir='results')
2022-05-27 17:14:27,468 | itj_planning | INFO | # 244   A56_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b6')
2022-05-27 17:14:27,469 | itj_planning | INFO |                    126 TrajPts.
2022-05-27 17:14:27,469 | itj_planning | INFO | # 246   A56_M2  L  Linear Advance to Storage Frame of Beam ('b6')
2022-05-27 17:14:27,469 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,469 | itj_planning | INFO | # 249   A56_M5  L  Linear Retract after picking up Beam ('b6')
2022-05-27 17:14:27,469 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,469 | itj_planning | INFO | # 250   A57_M0  F  Free Move to bring Beam ('b6') to approach clamps on structure.
2022-05-27 17:14:27,469 | itj_planning | INFO |                    100 TrajPts.
2022-05-27 17:14:27,470 | itj_planning | INFO | # 251   A57_M1  L  Linear Advance to bring Beam ('b6') into clamp jaws
2022-05-27 17:14:27,470 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,470 | itj_planning | INFO | # 253   A57_M3  L  Robot and Clamps (['c3']) syncronously move to clamp Beam ('b6')
2022-05-27 17:14:27,470 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,470 | itj_planning | INFO | # 260   A62_M2  L  Linear retract of Gripper from Beam ('b6')
2022-05-27 17:14:27,470 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,470 | itj_planning | INFO | # 262   A64_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,471 | itj_planning | INFO |                    159 TrajPts.
2022-05-27 17:14:27,471 | itj_planning | INFO | # 263   A64_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,471 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,471 | itj_planning | INFO | # 265   A64_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,471 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,471 | itj_planning | INFO | # 266   A65_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-05-27 17:14:27,472 | itj_planning | INFO |                    64  TrajPts.
2022-05-27 17:14:27,472 | itj_planning | INFO | # 268   A65_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-05-27 17:14:27,472 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,472 | itj_planning | INFO | # 272   A65_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,472 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,472 | itj_planning | INFO | # 273   A65_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,472 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,473 | itj_planning | INFO | # 275   A66_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-05-27 17:14:27,473 | itj_planning | INFO |                    143 TrajPts.
2022-05-27 17:14:27,473 | itj_planning | INFO | # 277   A66_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,473 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,473 | itj_planning | INFO | # 278   A66_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,473 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,473 | itj_planning | INFO | # 281   A66_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-05-27 17:14:27,474 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,474 | itj_planning | INFO | # 283   A67_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,474 | itj_planning | INFO |                    175 TrajPts.
2022-05-27 17:14:27,474 | itj_planning | INFO | # 284   A67_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,474 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,474 | itj_planning | INFO | # 286   A67_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-05-27 17:14:27,474 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,475 | itj_planning | INFO | # 287   A68_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b8')
2022-05-27 17:14:27,475 | itj_planning | INFO |                    120 TrajPts.
2022-05-27 17:14:27,475 | itj_planning | INFO | # 289   A68_M2  L  Linear Advance to Storage Frame of Beam ('b8')
2022-05-27 17:14:27,475 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,475 | itj_planning | INFO | # 292   A68_M5  L  Linear Retract after picking up Beam ('b8')
2022-05-27 17:14:27,475 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,475 | itj_planning | INFO | # 293   A69_M0  F  Free Move to bring Beam ('b8') to approach clamps on structure.
2022-05-27 17:14:27,476 | itj_planning | INFO |                    76  TrajPts.
2022-05-27 17:14:27,476 | itj_planning | INFO | # 294   A69_M1  L  Linear Advance to bring Beam ('b8') into clamp jaws
2022-05-27 17:14:27,476 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,476 | itj_planning | INFO | # 296   A69_M3  L  Robot and Clamps (['c1']) syncronously move to clamp Beam ('b8')
2022-05-27 17:14:27,476 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,476 | itj_planning | INFO | # 302   A73_M2  L  Linear retract of Gripper from Beam ('b8')
2022-05-27 17:14:27,477 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,477 | itj_planning | INFO | # 304   A75_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,477 | itj_planning | INFO |                    247 TrajPts.
2022-05-27 17:14:27,477 | itj_planning | INFO | # 305   A75_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,477 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,477 | itj_planning | INFO | # 307   A75_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,478 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,478 | itj_planning | INFO | # 308   A76_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-05-27 17:14:27,478 | itj_planning | INFO |                    202 TrajPts.
2022-05-27 17:14:27,478 | itj_planning | INFO | # 310   A76_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-05-27 17:14:27,478 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,478 | itj_planning | INFO | # 314   A76_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,478 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,479 | itj_planning | INFO | # 315   A76_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,479 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,479 | itj_planning | INFO | # 317   A77_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-05-27 17:14:27,479 | itj_planning | INFO |                    143 TrajPts.
2022-05-27 17:14:27,479 | itj_planning | INFO | # 319   A77_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,479 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,479 | itj_planning | INFO | # 320   A77_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,479 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,480 | itj_planning | INFO | # 323   A77_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-05-27 17:14:27,480 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,480 | itj_planning | INFO | # 325   A78_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-05-27 17:14:27,480 | itj_planning | INFO |                    108 TrajPts.
2022-05-27 17:14:27,480 | itj_planning | INFO | # 327   A78_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-05-27 17:14:27,480 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,480 | itj_planning | INFO | # 331   A78_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,481 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,481 | itj_planning | INFO | # 332   A78_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,481 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,481 | itj_planning | INFO | # 334   A79_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-05-27 17:14:27,481 | itj_planning | INFO |                    105 TrajPts.
2022-05-27 17:14:27,481 | itj_planning | INFO | # 336   A79_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,481 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,481 | itj_planning | INFO | # 337   A79_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,482 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,482 | itj_planning | INFO | # 340   A79_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-05-27 17:14:27,482 | itj_planning | INFO |                    6   TrajPts.
2022-05-27 17:14:27,482 | itj_planning | INFO | # 342   A80_M0  F  Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,482 | itj_planning | INFO |                    195 TrajPts.
2022-05-27 17:14:27,482 | itj_planning | INFO | # 343   A80_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,482 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,483 | itj_planning | INFO | # 345   A80_M3  L  Linear Retract after getting PG1000 ('g2') from storage.
2022-05-27 17:14:27,483 | itj_planning | INFO |                    26  TrajPts.
2022-05-27 17:14:27,483 | itj_planning | INFO | # 346   A81_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b12')
2022-05-27 17:14:27,483 | itj_planning | INFO |                    108 TrajPts.
2022-05-27 17:14:27,483 | itj_planning | INFO | # 348   A81_M2  L  Linear Advance to Storage Frame of Beam ('b12')
2022-05-27 17:14:27,483 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,483 | itj_planning | INFO | # 351   A81_M5  L  Linear Retract after picking up Beam ('b12')
2022-05-27 17:14:27,483 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,484 | itj_planning | INFO | # 352   A82_M0  F  Free Move to bring Beam ('b12') to approach clamps on structure.
2022-05-27 17:14:27,484 | itj_planning | INFO |                    99  TrajPts.
2022-05-27 17:14:27,484 | itj_planning | INFO | # 353   A82_M1  L  Linear Advance to bring Beam ('b12') into clamp jaws
2022-05-27 17:14:27,484 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,484 | itj_planning | INFO | # 355   A82_M3  L  Robot and Clamps (['c3', 'c1']) syncronously move to clamp Beam ('b12')
2022-05-27 17:14:27,484 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,484 | itj_planning | INFO | # 358   A83_M2  L  Linear retract of Gripper from Beam ('b12')
2022-05-27 17:14:27,485 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,485 | itj_planning | INFO | # 360   A85_M0  F  Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage.
2022-05-27 17:14:27,485 | itj_planning | INFO |                    308 TrajPts.
2022-05-27 17:14:27,485 | itj_planning | INFO | # 361   A85_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to place tool in storage.
2022-05-27 17:14:27,485 | itj_planning | INFO |                    26  TrajPts.
2022-05-27 17:14:27,485 | itj_planning | INFO | # 363   A85_M3  L  Linear Retract from storage after placing PG1000 ('g2') in storage
2022-05-27 17:14:27,485 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,485 | itj_planning | INFO | # 364   A86_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-05-27 17:14:27,486 | itj_planning | INFO |                    102 TrajPts.
2022-05-27 17:14:27,486 | itj_planning | INFO | # 366   A86_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-05-27 17:14:27,486 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,486 | itj_planning | INFO | # 370   A86_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,486 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,486 | itj_planning | INFO | # 371   A86_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,486 | itj_planning | INFO |                    11  TrajPts.
2022-05-27 17:14:27,487 | itj_planning | INFO | # 373   A87_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-05-27 17:14:27,487 | itj_planning | INFO |                    109 TrajPts.
2022-05-27 17:14:27,487 | itj_planning | INFO | # 375   A87_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,487 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,487 | itj_planning | INFO | # 376   A87_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,487 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,487 | itj_planning | INFO | # 379   A87_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-05-27 17:14:27,488 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,488 | itj_planning | INFO | # 381   A88_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-05-27 17:14:27,488 | itj_planning | INFO |                    323 TrajPts.
2022-05-27 17:14:27,488 | itj_planning | INFO | # 383   A88_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-05-27 17:14:27,488 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,488 | itj_planning | INFO | # 387   A88_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,488 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,488 | itj_planning | INFO | # 388   A88_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,489 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,489 | itj_planning | INFO | # 390   A89_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-05-27 17:14:27,489 | itj_planning | INFO |                    48  TrajPts.
2022-05-27 17:14:27,489 | itj_planning | INFO | # 392   A89_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,489 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,489 | itj_planning | INFO | # 393   A89_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,489 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,490 | itj_planning | INFO | # 396   A89_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-05-27 17:14:27,490 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,490 | itj_planning | INFO | # 398   A90_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,490 | itj_planning | INFO |                    218 TrajPts.
2022-05-27 17:14:27,490 | itj_planning | INFO | # 399   A90_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,490 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,490 | itj_planning | INFO | # 401   A90_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-05-27 17:14:27,490 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,491 | itj_planning | INFO | # 402   A91_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b13')
2022-05-27 17:14:27,491 | itj_planning | INFO |                    283 TrajPts.
2022-05-27 17:14:27,491 | itj_planning | INFO | # 404   A91_M2  L  Linear Advance to Storage Frame of Beam ('b13')
2022-05-27 17:14:27,491 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,491 | itj_planning | INFO | # 407   A91_M5  L  Linear Retract after picking up Beam ('b13')
2022-05-27 17:14:27,491 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,491 | itj_planning | INFO | # 408   A92_M0  F  Free Move to bring Beam ('b13') to approach clamps on structure.
2022-05-27 17:14:27,491 | itj_planning | INFO |                    116 TrajPts.
2022-05-27 17:14:27,492 | itj_planning | INFO | # 409   A92_M1  L  Linear Advance to bring Beam ('b13') into clamp jaws
2022-05-27 17:14:27,492 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,492 | itj_planning | INFO | # 411   A92_M3  L  Robot and Clamps (['c3', 'c1']) syncronously move to clamp Beam ('b13')
2022-05-27 17:14:27,492 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,492 | itj_planning | INFO | # 414   A93_M2  L  Linear retract of Gripper from Beam ('b13')
2022-05-27 17:14:27,492 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,492 | itj_planning | INFO | # 416   A95_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,493 | itj_planning | INFO |                    182 TrajPts.
2022-05-27 17:14:27,493 | itj_planning | INFO | # 417   A95_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,493 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,493 | itj_planning | INFO | # 419   A95_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,493 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,493 | itj_planning | INFO | # 420   A96_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-05-27 17:14:27,493 | itj_planning | INFO |                    120 TrajPts.
2022-05-27 17:14:27,494 | itj_planning | INFO | # 422   A96_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-05-27 17:14:27,494 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,494 | itj_planning | INFO | # 426   A96_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,494 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,494 | itj_planning | INFO | # 427   A96_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,494 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,494 | itj_planning | INFO | # 429   A97_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-05-27 17:14:27,494 | itj_planning | INFO |                    67  TrajPts.
2022-05-27 17:14:27,495 | itj_planning | INFO | # 431   A97_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,495 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,495 | itj_planning | INFO | # 432   A97_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,495 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,495 | itj_planning | INFO | # 435   A97_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-05-27 17:14:27,495 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,495 | itj_planning | INFO | # 437   A98_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-05-27 17:14:27,496 | itj_planning | INFO |                    174 TrajPts.
2022-05-27 17:14:27,496 | itj_planning | INFO | # 439   A98_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-05-27 17:14:27,496 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,496 | itj_planning | INFO | # 443   A98_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,496 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,496 | itj_planning | INFO | # 444   A98_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,496 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,496 | itj_planning | INFO | # 446   A99_M0  F  Free Move to reach Storage Approach Frame of CL3M ('c3'), to place tool in storage.
2022-05-27 17:14:27,497 | itj_planning | INFO |                    129 TrajPts.
2022-05-27 17:14:27,497 | itj_planning | INFO | # 447   A99_M1  L  Linear Advance 1 to approach Storage Frame of CL3M ('c3'). (Faster)
2022-05-27 17:14:27,497 | itj_planning | INFO |                    23  TrajPts.
2022-05-27 17:14:27,497 | itj_planning | INFO | # 448   A99_M2  L  Linear Advance 2 to Storage Frame of CL3M ('c3').
2022-05-27 17:14:27,497 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,497 | itj_planning | INFO | # 451   A99_M5  L  Linear Retract after placing CL3M ('c3') in storage
2022-05-27 17:14:27,497 | itj_planning | INFO |                    6   TrajPts.
2022-05-27 17:14:27,497 | itj_planning | INFO | # 452  A100_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-05-27 17:14:27,498 | itj_planning | INFO |                    175 TrajPts.
2022-05-27 17:14:27,498 | itj_planning | INFO | # 454  A100_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-05-27 17:14:27,498 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,498 | itj_planning | INFO | # 458  A100_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,498 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,498 | itj_planning | INFO | # 459  A100_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,499 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,499 | itj_planning | INFO | # 461  A101_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-05-27 17:14:27,499 | itj_planning | INFO |                    137 TrajPts.
2022-05-27 17:14:27,499 | itj_planning | INFO | # 463  A101_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,499 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,499 | itj_planning | INFO | # 464  A101_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-05-27 17:14:27,499 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,500 | itj_planning | INFO | # 467  A101_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-05-27 17:14:27,500 | itj_planning | INFO |                    6   TrajPts.
2022-05-27 17:14:27,500 | itj_planning | INFO | # 469  A102_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,500 | itj_planning | INFO |                    264 TrajPts.
2022-05-27 17:14:27,500 | itj_planning | INFO | # 470  A102_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,500 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,500 | itj_planning | INFO | # 472  A102_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-05-27 17:14:27,501 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,501 | itj_planning | INFO | # 473  A103_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b7')
2022-05-27 17:14:27,501 | itj_planning | INFO |                    131 TrajPts.
2022-05-27 17:14:27,501 | itj_planning | INFO | # 475  A103_M2  L  Linear Advance to Storage Frame of Beam ('b7')
2022-05-27 17:14:27,501 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,501 | itj_planning | INFO | # 478  A103_M5  L  Linear Retract after picking up Beam ('b7')
2022-05-27 17:14:27,502 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,502 | itj_planning | INFO | # 479  A104_M0  F  Free Move to bring Beam ('b7') to approach clamps on structure.
2022-05-27 17:14:27,502 | itj_planning | INFO |                    156 TrajPts.
2022-05-27 17:14:27,502 | itj_planning | INFO | # 480  A104_M1  L  Linear Advance to bring Beam ('b7') into clamp jaws
2022-05-27 17:14:27,502 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,502 | itj_planning | INFO | # 482  A104_M3  L  Robot and Clamps (['c4', 'c1']) syncronously move to clamp Beam ('b7')
2022-05-27 17:14:27,503 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,503 | itj_planning | INFO | # 485  A105_M2  L  Linear retract of Gripper from Beam ('b7')
2022-05-27 17:14:27,503 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,503 | itj_planning | INFO | # 487  A107_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,503 | itj_planning | INFO |                    146 TrajPts.
2022-05-27 17:14:27,504 | itj_planning | INFO | # 488  A107_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,504 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,504 | itj_planning | INFO | # 490  A107_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,504 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,504 | itj_planning | INFO | # 491  A108_M0  F  Free Move for Toolchanger to approach CL3M ('c3'), to get clamp from storage.
2022-05-27 17:14:27,505 | itj_planning | INFO |                    69  TrajPts.
2022-05-27 17:14:27,505 | itj_planning | INFO | # 492  A108_M1  L  Toolchanger Advance to dock with CL3M ('c3').
2022-05-27 17:14:27,505 | itj_planning | INFO |                    6   TrajPts.
2022-05-27 17:14:27,505 | itj_planning | INFO | # 495  A108_M4  L  Linear Retract 1 from Storage Frame of CL3M ('c3').
2022-05-27 17:14:27,505 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,505 | itj_planning | INFO | # 496  A108_M5  L  Linear Retract 2 from Storage Frame of CL3M ('c3'). (Faster)
2022-05-27 17:14:27,506 | itj_planning | INFO |                    23  TrajPts.
2022-05-27 17:14:27,506 | itj_planning | INFO | # 497  A109_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-05-27 17:14:27,506 | itj_planning | INFO |                    176 TrajPts.
2022-05-27 17:14:27,506 | itj_planning | INFO | # 499  A109_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,506 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,507 | itj_planning | INFO | # 500  A109_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,507 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,507 | itj_planning | INFO | # 503  A109_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-05-27 17:14:27,507 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,507 | itj_planning | INFO | # 505  A110_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-05-27 17:14:27,508 | itj_planning | INFO |                    110 TrajPts.
