2022-02-02 00:39:18,401 | itj_planning | INFO | planning.run.py started with args: Namespace(buffers_for_free_motions=False, debug=False, design_dir='210419_HyparHut', diagnosis=False, draw_mp_exploration=False, load_external_movements=True, low_res=False, movement_id=None, mp_algorithm='birrt', problem='Shelter_process.json', problem_subdir='.', quiet=False, reachable_range=[0.2, 2.4], reinit_tool=True, rrt_iterations=400, seq_n=None, smooth=True, solve_mode='nonlinear', solve_timeout=3600.0, step_sim=False, viewer=False, watch=False, write=True)
2022-02-02 02:26:01,516 | itj_planning | INFO | ##########
2022-02-02 02:26:01,516 | itj_planning | INFO | Beam b19 | nonlinear | Trail #2 | time 310.08
2022-02-02 02:26:09,203 | itj_planning | ERROR | No linear movement found for RoboticLinearMovement(#A254_M2, Linear retract after picking up Screwdriver ('s2'), traj 0).
2022-02-02 02:26:09,211 | itj_planning | INFO | No plan found for A254_M2 after 1 attempts. RoboticLinearMovement(#A254_M2, Linear retract after picking up Screwdriver ('s2'), traj 0)
2022-02-02 02:26:09,211 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 2 for (seq_n=19) beam b19!
2022-02-02 02:26:09,211 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:26:10,747 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:26:13,800 | itj_planning | INFO | ##########
2022-02-02 02:26:13,800 | itj_planning | INFO | Beam b19 | nonlinear | Trail #3 | time 322.37
2022-02-02 02:26:22,660 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A243_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:26:26,769 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A247_M1, Free Move to reorient Beam ('b19'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:28:21,480 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A247_M1, Free Move to reorient Beam ('b19'), traj 0).
2022-02-02 02:28:21,488 | itj_planning | INFO | No plan found for A247_M1 after 1 attempts. RoboticFreeMovement(#A247_M1, Free Move to reorient Beam ('b19'), traj 0)
2022-02-02 02:28:21,488 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=19) beam b19!
2022-02-02 02:28:21,488 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:28:23,074 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:28:25,811 | itj_planning | INFO | ##########
2022-02-02 02:28:25,811 | itj_planning | INFO | Beam b19 | nonlinear | Trail #4 | time 454.38
2022-02-02 02:28:35,146 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A243_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:28:55,945 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A247_M1, Free Move to reorient Beam ('b19'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:29:27,912 | itj_planning | INFO | ---
2022-02-02 02:29:27,912 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 02:29:35,906 | itj_planning | INFO | ---
2022-02-02 02:29:35,906 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:31:52,544 | itj_planning | INFO | ---
2022-02-02 02:31:52,544 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 02:32:00,473 | itj_planning | INFO | ---
2022-02-02 02:32:00,473 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:32:00,473 | itj_planning | INFO | A plan has been found for (seq_n=19) beam id b19!
2022-02-02 02:32:00,473 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 02:32:00,473 | itj_planning | INFO | --------------------
2022-02-02 02:32:00,473 | itj_planning | INFO | ##########
2022-02-02 02:32:00,473 | itj_planning | INFO | Beam b20 | nonlinear | Trail #0 | time 0.00
2022-02-02 02:32:21,262 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A263_M1, Free Move to reorient Beam ('b20'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:34:41,356 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A266_M0, Free Move to bring Beam ('b20') to assemble_approach position on structure., traj 0).
2022-02-02 02:34:41,356 | itj_planning | INFO | No plan found for A266_M0 after 1 attempts. RoboticFreeMovement(#A266_M0, Free Move to bring Beam ('b20') to assemble_approach position on structure., traj 0)
2022-02-02 02:34:41,356 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=20) beam b20!
2022-02-02 02:34:41,356 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:34:42,951 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:34:45,854 | itj_planning | INFO | ##########
2022-02-02 02:34:45,854 | itj_planning | INFO | Beam b20 | nonlinear | Trail #1 | time 165.38
2022-02-02 02:34:55,805 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A259_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:35:03,674 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A263_M1, Free Move to reorient Beam ('b20'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:37:53,010 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A266_M0, Free Move to bring Beam ('b20') to assemble_approach position on structure., traj 0).
2022-02-02 02:37:53,010 | itj_planning | INFO | No plan found for A266_M0 after 1 attempts. RoboticFreeMovement(#A266_M0, Free Move to bring Beam ('b20') to assemble_approach position on structure., traj 0)
2022-02-02 02:37:53,010 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=20) beam b20!
2022-02-02 02:37:53,010 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:37:54,778 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:37:57,502 | itj_planning | INFO | ##########
2022-02-02 02:37:57,502 | itj_planning | INFO | Beam b20 | nonlinear | Trail #2 | time 357.03
2022-02-02 02:38:06,413 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A259_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:38:14,827 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A263_M1, Free Move to reorient Beam ('b20'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:39:08,509 | itj_planning | INFO | ---
2022-02-02 02:39:08,509 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 02:39:16,283 | itj_planning | INFO | ---
2022-02-02 02:39:16,283 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:43:33,108 | itj_planning | INFO | ---
2022-02-02 02:43:33,108 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 02:43:41,024 | itj_planning | INFO | ---
2022-02-02 02:43:41,024 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:43:41,024 | itj_planning | INFO | A plan has been found for (seq_n=20) beam id b20!
2022-02-02 02:43:41,024 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 02:43:41,024 | itj_planning | INFO | --------------------
2022-02-02 02:43:41,024 | itj_planning | INFO | ##########
2022-02-02 02:43:41,024 | itj_planning | INFO | Beam b21 | nonlinear | Trail #0 | time 0.00
2022-02-02 02:43:57,709 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A279_M1, Free Move to reorient Beam ('b21'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:46:12,309 | itj_planning | INFO | ---
2022-02-02 02:46:12,309 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 02:46:22,426 | itj_planning | INFO | ---
2022-02-02 02:46:22,426 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:49:22,772 | itj_planning | INFO | ---
2022-02-02 02:49:22,772 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 02:49:33,053 | itj_planning | INFO | ---
2022-02-02 02:49:33,069 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 02:49:33,069 | itj_planning | INFO | A plan has been found for (seq_n=21) beam id b21!
2022-02-02 02:49:33,069 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 02:49:33,069 | itj_planning | INFO | --------------------
2022-02-02 02:49:33,069 | itj_planning | INFO | ##########
2022-02-02 02:49:33,069 | itj_planning | INFO | Beam b22 | nonlinear | Trail #0 | time 0.00
2022-02-02 02:49:48,067 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A295_M1, Free Move to reorient Beam ('b22'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:52:20,773 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A298_M0, Free Move to bring Beam ('b22') to assemble_approach position on structure., traj 0).
2022-02-02 02:52:20,773 | itj_planning | INFO | No plan found for A298_M0 after 1 attempts. RoboticFreeMovement(#A298_M0, Free Move to bring Beam ('b22') to assemble_approach position on structure., traj 0)
2022-02-02 02:52:20,773 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=22) beam b22!
2022-02-02 02:52:20,773 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:52:22,316 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:52:25,215 | itj_planning | INFO | ##########
2022-02-02 02:52:25,215 | itj_planning | INFO | Beam b22 | nonlinear | Trail #1 | time 172.15
2022-02-02 02:52:34,476 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A291_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:52:42,560 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A295_M1, Free Move to reorient Beam ('b22'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:54:48,391 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A298_M0, Free Move to bring Beam ('b22') to assemble_approach position on structure., traj 0).
2022-02-02 02:54:48,391 | itj_planning | INFO | No plan found for A298_M0 after 1 attempts. RoboticFreeMovement(#A298_M0, Free Move to bring Beam ('b22') to assemble_approach position on structure., traj 0)
2022-02-02 02:54:48,391 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=22) beam b22!
2022-02-02 02:54:48,391 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 02:54:49,941 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 02:54:52,931 | itj_planning | INFO | ##########
2022-02-02 02:54:52,931 | itj_planning | INFO | Beam b22 | nonlinear | Trail #2 | time 319.86
2022-02-02 02:55:01,821 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A291_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:55:10,254 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A295_M1, Free Move to reorient Beam ('b22'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 02:57:17,896 | itj_planning | INFO | ---
2022-02-02 02:57:17,896 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 02:57:26,030 | itj_planning | INFO | ---
2022-02-02 02:57:26,030 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 03:01:14,380 | itj_planning | INFO | ---
2022-02-02 03:01:14,396 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 03:01:22,449 | itj_planning | INFO | ---
2022-02-02 03:01:22,449 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 03:01:22,449 | itj_planning | INFO | A plan has been found for (seq_n=22) beam id b22!
2022-02-02 03:01:22,465 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 03:01:22,465 | itj_planning | INFO | --------------------
2022-02-02 03:01:22,465 | itj_planning | INFO | ##########
2022-02-02 03:01:22,465 | itj_planning | INFO | Beam b23 | nonlinear | Trail #0 | time 0.00
2022-02-02 03:01:37,808 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:04:29,256 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0).
2022-02-02 03:04:29,256 | itj_planning | INFO | No plan found for A314_M0 after 1 attempts. RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0)
2022-02-02 03:04:29,256 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=23) beam b23!
2022-02-02 03:04:29,256 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:04:30,855 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:04:33,642 | itj_planning | INFO | ##########
2022-02-02 03:04:33,642 | itj_planning | INFO | Beam b23 | nonlinear | Trail #1 | time 191.18
2022-02-02 03:04:43,379 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A307_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:04:54,069 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:06:48,273 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0).
2022-02-02 03:06:48,273 | itj_planning | INFO | No plan found for A314_M0 after 1 attempts. RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0)
2022-02-02 03:06:48,273 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=23) beam b23!
2022-02-02 03:06:48,273 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:06:49,737 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:06:52,757 | itj_planning | INFO | ##########
2022-02-02 03:06:52,757 | itj_planning | INFO | Beam b23 | nonlinear | Trail #2 | time 330.29
2022-02-02 03:07:01,627 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A307_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:07:16,721 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:09:39,744 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0).
2022-02-02 03:09:39,744 | itj_planning | INFO | No plan found for A314_M0 after 1 attempts. RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0)
2022-02-02 03:09:39,744 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=23) beam b23!
2022-02-02 03:09:39,744 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:09:41,188 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:09:44,247 | itj_planning | INFO | ##########
2022-02-02 03:09:44,247 | itj_planning | INFO | Beam b23 | nonlinear | Trail #3 | time 501.78
2022-02-02 03:09:53,617 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A307_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:10:00,025 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:11:51,785 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0).
2022-02-02 03:11:51,785 | itj_planning | INFO | No plan found for A314_M0 after 1 attempts. RoboticFreeMovement(#A314_M0, Free Move to bring Beam ('b23') to assemble_approach position on structure., traj 0)
2022-02-02 03:11:51,785 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=23) beam b23!
2022-02-02 03:11:51,785 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:11:53,399 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:11:56,472 | itj_planning | INFO | ##########
2022-02-02 03:11:56,472 | itj_planning | INFO | Beam b23 | nonlinear | Trail #4 | time 634.01
2022-02-02 03:12:06,781 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A307_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:12:14,841 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:15:25,591 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A316_M0, Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage., traj 0).
2022-02-02 03:15:25,607 | itj_planning | INFO | No plan found for A316_M0 after 1 attempts. RoboticFreeMovement(#A316_M0, Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage., traj 0)
2022-02-02 03:15:25,607 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=23) beam b23!
2022-02-02 03:15:25,607 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:15:27,206 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:15:29,955 | itj_planning | INFO | ##########
2022-02-02 03:15:29,957 | itj_planning | INFO | Beam b23 | nonlinear | Trail #5 | time 847.49
2022-02-02 03:15:40,033 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A307_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:15:46,633 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A311_M1, Free Move to reorient Beam ('b23'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:19:06,606 | itj_planning | INFO | ---
2022-02-02 03:19:06,606 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 03:19:14,926 | itj_planning | INFO | ---
2022-02-02 03:19:14,926 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 03:23:29,469 | itj_planning | INFO | ---
2022-02-02 03:23:29,469 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 03:23:37,415 | itj_planning | INFO | ---
2022-02-02 03:23:37,415 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 03:23:37,415 | itj_planning | INFO | A plan has been found for (seq_n=23) beam id b23!
2022-02-02 03:23:37,415 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 03:23:37,415 | itj_planning | INFO | --------------------
2022-02-02 03:23:37,415 | itj_planning | INFO | ##########
2022-02-02 03:23:37,415 | itj_planning | INFO | Beam b24 | nonlinear | Trail #0 | time 0.00
2022-02-02 03:23:55,895 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A327_M1, Free Move to reorient Beam ('b24'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:25:47,553 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0).
2022-02-02 03:25:47,553 | itj_planning | INFO | No plan found for A330_M0 after 1 attempts. RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0)
2022-02-02 03:25:47,553 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=24) beam b24!
2022-02-02 03:25:47,553 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:25:49,261 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:25:52,089 | itj_planning | INFO | ##########
2022-02-02 03:25:52,089 | itj_planning | INFO | Beam b24 | nonlinear | Trail #1 | time 134.67
2022-02-02 03:26:01,717 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A323_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:26:09,518 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A327_M1, Free Move to reorient Beam ('b24'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:28:06,133 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0).
2022-02-02 03:28:06,133 | itj_planning | INFO | No plan found for A330_M0 after 1 attempts. RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0)
2022-02-02 03:28:06,148 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=24) beam b24!
2022-02-02 03:28:06,148 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:28:07,646 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:28:10,612 | itj_planning | INFO | ##########
2022-02-02 03:28:10,612 | itj_planning | INFO | Beam b24 | nonlinear | Trail #2 | time 273.20
2022-02-02 03:28:18,973 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A323_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:28:24,447 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A327_M1, Free Move to reorient Beam ('b24'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:30:54,137 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0).
2022-02-02 03:30:54,137 | itj_planning | INFO | No plan found for A330_M0 after 1 attempts. RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0)
2022-02-02 03:30:54,137 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=24) beam b24!
2022-02-02 03:30:54,137 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 03:30:55,566 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 03:30:58,538 | itj_planning | INFO | ##########
2022-02-02 03:30:58,538 | itj_planning | INFO | Beam b24 | nonlinear | Trail #3 | time 441.12
2022-02-02 03:31:09,200 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A323_M0, Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:31:14,701 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A327_M1, Free Move to reorient Beam ('b24'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 03:33:04,715 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0).
2022-02-02 03:33:04,715 | itj_planning | INFO | No plan found for A330_M0 after 1 attempts. RoboticFreeMovement(#A330_M0, Free Move to bring Beam ('b24') to assemble_approach position on structure., traj 0)
2022-02-02 03:33:04,715 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=24) beam b24!
