2022-06-09 00:42:33,389 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxMid', movement_id=None, no_fk=False, problem='CantiBoxMid_process', problem_subdir='results')
2022-06-09 00:42:58,671 | itj_planning | INFO | # 222   A50_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-09 00:42:59,249 | itj_planning | INFO |                    169 TrajPts, 6583.4 mm Flange Distance
2022-06-09 00:42:59,249 | itj_planning | INFO | # 224   A50_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:42:59,295 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:59,295 | itj_planning | INFO | # 225   A50_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:42:59,311 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:59,327 | itj_planning | INFO | # 228   A50_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-09 00:42:59,343 | itj_planning | INFO |                    7   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:42:59,343 | itj_planning | INFO | # 230   A51_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:59,967 | itj_planning | INFO |                    179 TrajPts, 7221.9 mm Flange Distance
2022-06-09 00:42:59,967 | itj_planning | INFO | # 231   A51_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:59,999 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:42:59,999 | itj_planning | INFO | # 233   A51_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:43:00,092 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:00,092 | itj_planning | INFO | # 234   A52_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b6')
2022-06-09 00:43:00,561 | itj_planning | INFO |                    132 TrajPts, 6293.5 mm Flange Distance
2022-06-09 00:43:00,561 | itj_planning | INFO | # 236   A52_M2  L  Linear Advance to Storage Frame of Beam ('b6')
2022-06-09 00:43:00,608 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:00,608 | itj_planning | INFO | # 239   A52_M5  L  Linear Retract after picking up Beam ('b6')
2022-06-09 00:43:00,686 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:43:00,686 | itj_planning | INFO | # 240   A53_M0  F  Free Move to bring Beam ('b6') to approach clamps on structure.
2022-06-09 00:43:01,170 | itj_planning | INFO |                    136 TrajPts, 8292.5 mm Flange Distance
2022-06-09 00:43:01,170 | itj_planning | INFO | # 241   A53_M1  L  Linear Advance to bring Beam ('b6') into clamp jaws
2022-06-09 00:43:01,217 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:01,217 | itj_planning | INFO | # 243   A53_M3  L  Robot and Clamps (['c1']) syncronously move to clamp Beam ('b6')
2022-06-09 00:43:01,311 | itj_planning | INFO |                    25  TrajPts, 111.0 mm Flange Distance
2022-06-09 00:43:01,311 | itj_planning | INFO | # 250   A58_M2  L  Linear retract of Gripper from Beam ('b6')
2022-06-09 00:43:01,359 | itj_planning | INFO |                    13  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:01,359 | itj_planning | INFO | # 253   A60_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:02,044 | itj_planning | INFO |                    199 TrajPts, 12474.4 mm Flange Distance
2022-06-09 00:43:02,044 | itj_planning | INFO | # 254   A60_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:02,139 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:02,139 | itj_planning | INFO | # 256   A60_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:43:02,171 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:02,171 | itj_planning | INFO | # 257   A61_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-09 00:43:02,905 | itj_planning | INFO |                    216 TrajPts, 9874.1 mm Flange Distance
2022-06-09 00:43:02,905 | itj_planning | INFO | # 259   A61_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-09 00:43:02,936 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:02,936 | itj_planning | INFO | # 263   A61_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-09 00:43:02,952 | itj_planning | INFO |                    3   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:02,952 | itj_planning | INFO | # 264   A61_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-09 00:43:02,999 | itj_planning | INFO |                    12  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:02,999 | itj_planning | INFO | # 267   A62_M1  F  Free Move to reach Storage Approach Frame of CL3M ('c4'), to place tool in storage.
2022-06-09 00:43:03,686 | itj_planning | INFO |                    202 TrajPts, 8654.5 mm Flange Distance
2022-06-09 00:43:03,686 | itj_planning | INFO | # 268   A62_M2  L  Linear Advance 1 to approach Storage Frame of CL3M ('c4'). (Faster)
2022-06-09 00:43:03,764 | itj_planning | INFO |                    22  TrajPts, 200.0 mm Flange Distance
2022-06-09 00:43:03,764 | itj_planning | INFO | # 269   A62_M3  L  Linear Advance 2 to Storage Frame of CL3M ('c4').
2022-06-09 00:43:03,780 | itj_planning | INFO |                    4   TrajPts, 30.0 mm Flange Distance
2022-06-09 00:43:03,780 | itj_planning | INFO | # 272   A62_M6  L  Linear Retract after placing CL3M ('c4') in storage
2022-06-09 00:43:03,811 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:03,811 | itj_planning | INFO | # 273   A63_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-09 00:43:04,342 | itj_planning | INFO |                    156 TrajPts, 6775.1 mm Flange Distance
2022-06-09 00:43:04,342 | itj_planning | INFO | # 275   A63_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-09 00:43:04,374 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:04,374 | itj_planning | INFO | # 279   A63_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:43:04,389 | itj_planning | INFO |                    5   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:04,389 | itj_planning | INFO | # 280   A63_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:43:04,452 | itj_planning | INFO |                    13  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:04,452 | itj_planning | INFO | # 282   A64_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-09 00:43:05,045 | itj_planning | INFO |                    173 TrajPts, 6764.0 mm Flange Distance
2022-06-09 00:43:05,045 | itj_planning | INFO | # 284   A64_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:43:05,079 | itj_planning | INFO |                    12  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:05,093 | itj_planning | INFO | # 285   A64_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:43:05,108 | itj_planning | INFO |                    5   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:05,108 | itj_planning | INFO | # 288   A64_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-09 00:43:05,140 | itj_planning | INFO |                    7   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:05,140 | itj_planning | INFO | # 290   A65_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-09 00:43:05,608 | itj_planning | INFO |                    137 TrajPts, 5115.7 mm Flange Distance
2022-06-09 00:43:05,608 | itj_planning | INFO | # 292   A65_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-09 00:43:05,639 | itj_planning | INFO |                    8   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:05,639 | itj_planning | INFO | # 296   A65_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:05,655 | itj_planning | INFO |                    3   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:05,655 | itj_planning | INFO | # 297   A65_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:05,702 | itj_planning | INFO |                    13  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:05,702 | itj_planning | INFO | # 299   A66_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-06-09 00:43:06,311 | itj_planning | INFO |                    173 TrajPts, 5283.4 mm Flange Distance
2022-06-09 00:43:06,311 | itj_planning | INFO | # 301   A66_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-06-09 00:43:06,358 | itj_planning | INFO |                    12  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:06,358 | itj_planning | INFO | # 302   A66_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-06-09 00:43:06,374 | itj_planning | INFO |                    5   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:06,374 | itj_planning | INFO | # 305   A66_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-06-09 00:43:06,405 | itj_planning | INFO |                    7   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:06,405 | itj_planning | INFO | # 307   A67_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:07,092 | itj_planning | INFO |                    203 TrajPts, 7122.8 mm Flange Distance
2022-06-09 00:43:07,108 | itj_planning | INFO | # 308   A67_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:07,124 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:07,124 | itj_planning | INFO | # 310   A67_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:43:07,217 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:07,217 | itj_planning | INFO | # 311   A68_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b7')
2022-06-09 00:43:07,670 | itj_planning | INFO |                    129 TrajPts, 6604.5 mm Flange Distance
2022-06-09 00:43:07,670 | itj_planning | INFO | # 313   A68_M2  L  Linear Advance to Storage Frame of Beam ('b7')
2022-06-09 00:43:07,718 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:07,718 | itj_planning | INFO | # 316   A68_M5  L  Linear Retract after picking up Beam ('b7')
2022-06-09 00:43:07,796 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:43:07,796 | itj_planning | INFO | # 317   A69_M0  F  Free Move to bring Beam ('b7') to approach clamps on structure.
2022-06-09 00:43:08,514 | itj_planning | INFO |                    215 TrajPts, 8250.6 mm Flange Distance
2022-06-09 00:43:08,530 | itj_planning | INFO | # 318   A69_M1  L  Linear Advance to bring Beam ('b7') into clamp jaws
2022-06-09 00:43:08,577 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:08,577 | itj_planning | INFO | # 320   A69_M3  L  Robot and Clamps (['c1', 'c3']) syncronously move to clamp Beam ('b7')
2022-06-09 00:43:08,655 | itj_planning | INFO |                    25  TrajPts, 110.9 mm Flange Distance
2022-06-09 00:43:08,655 | itj_planning | INFO | # 323   A70_M2  L  Linear retract of Gripper from Beam ('b7')
2022-06-09 00:43:08,717 | itj_planning | INFO |                    13  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:08,717 | itj_planning | INFO | # 326   A72_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:09,186 | itj_planning | INFO |                    139 TrajPts, 8024.7 mm Flange Distance
2022-06-09 00:43:09,186 | itj_planning | INFO | # 327   A72_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:09,296 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:09,296 | itj_planning | INFO | # 329   A72_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:43:09,311 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:09,311 | itj_planning | INFO | # 330   A73_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-09 00:43:09,967 | itj_planning | INFO |                    190 TrajPts, 8234.1 mm Flange Distance
2022-06-09 00:43:09,967 | itj_planning | INFO | # 332   A73_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-09 00:43:09,983 | itj_planning | INFO |                    8   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:09,999 | itj_planning | INFO | # 336   A73_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-09 00:43:10,014 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:10,014 | itj_planning | INFO | # 337   A73_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-09 00:43:10,061 | itj_planning | INFO |                    13  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:10,061 | itj_planning | INFO | # 339   A74_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-06-09 00:43:10,608 | itj_planning | INFO |                    159 TrajPts, 5243.1 mm Flange Distance
2022-06-09 00:43:10,608 | itj_planning | INFO | # 341   A74_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-06-09 00:43:10,655 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:10,655 | itj_planning | INFO | # 342   A74_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-06-09 00:43:10,671 | itj_planning | INFO |                    3   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:10,671 | itj_planning | INFO | # 345   A74_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-06-09 00:43:10,686 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:10,686 | itj_planning | INFO | # 347   A75_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-09 00:43:11,124 | itj_planning | INFO |                    124 TrajPts, 1699.0 mm Flange Distance
2022-06-09 00:43:11,124 | itj_planning | INFO | # 349   A75_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-09 00:43:11,155 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:11,155 | itj_planning | INFO | # 353   A75_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:43:11,170 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:11,170 | itj_planning | INFO | # 354   A75_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:43:11,202 | itj_planning | INFO |                    12  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:11,217 | itj_planning | INFO | # 356   A76_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-09 00:43:11,780 | itj_planning | INFO |                    168 TrajPts, 6057.9 mm Flange Distance
2022-06-09 00:43:11,780 | itj_planning | INFO | # 358   A76_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:43:11,827 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:11,827 | itj_planning | INFO | # 359   A76_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:43:11,842 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:11,842 | itj_planning | INFO | # 362   A76_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-09 00:43:11,874 | itj_planning | INFO |                    7   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:11,874 | itj_planning | INFO | # 364   A77_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:12,421 | itj_planning | INFO |                    159 TrajPts, 5017.6 mm Flange Distance
2022-06-09 00:43:12,421 | itj_planning | INFO | # 365   A77_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:12,436 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:12,436 | itj_planning | INFO | # 367   A77_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:43:12,546 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:12,546 | itj_planning | INFO | # 368   A78_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b8')
2022-06-09 00:43:13,092 | itj_planning | INFO |                    159 TrajPts, 8130.2 mm Flange Distance
2022-06-09 00:43:13,092 | itj_planning | INFO | # 370   A78_M2  L  Linear Advance to Storage Frame of Beam ('b8')
2022-06-09 00:43:13,139 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:13,139 | itj_planning | INFO | # 373   A78_M5  L  Linear Retract after picking up Beam ('b8')
2022-06-09 00:43:13,217 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:43:13,217 | itj_planning | INFO | # 374   A79_M0  F  Free Move to bring Beam ('b8') to approach clamps on structure.
2022-06-09 00:43:14,014 | itj_planning | INFO |                    234 TrajPts, 15095.5 mm Flange Distance
2022-06-09 00:43:14,014 | itj_planning | INFO | # 375   A79_M1  L  Linear Advance to bring Beam ('b8') into clamp jaws
2022-06-09 00:43:14,063 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:14,063 | itj_planning | INFO | # 377   A79_M3  L  Robot and Clamps (['c1', 'c2']) syncronously move to clamp Beam ('b8')
2022-06-09 00:43:14,155 | itj_planning | INFO |                    25  TrajPts, 111.0 mm Flange Distance
2022-06-09 00:43:14,155 | itj_planning | INFO | # 380   A80_M2  L  Linear retract of Gripper from Beam ('b8')
2022-06-09 00:43:14,202 | itj_planning | INFO |                    13  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:14,202 | itj_planning | INFO | # 383   A82_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:14,686 | itj_planning | INFO |                    139 TrajPts, 6747.5 mm Flange Distance
2022-06-09 00:43:14,686 | itj_planning | INFO | # 384   A82_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:14,780 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:14,780 | itj_planning | INFO | # 386   A82_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:43:14,811 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:14,811 | itj_planning | INFO | # 387   A83_M0  F  Free Move for Toolchanger to approach CL3M ('c4'), to get clamp from storage.
2022-06-09 00:43:15,046 | itj_planning | INFO |                    68  TrajPts, 3166.8 mm Flange Distance
2022-06-09 00:43:15,046 | itj_planning | INFO | # 388   A83_M1  L  Toolchanger Advance to dock with CL3M ('c4').
2022-06-09 00:43:15,061 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:15,061 | itj_planning | INFO | # 392   A83_M5  L  Linear Retract 1 from Storage Frame of CL3M ('c4').
2022-06-09 00:43:15,077 | itj_planning | INFO |                    4   TrajPts, 30.0 mm Flange Distance
2022-06-09 00:43:15,092 | itj_planning | INFO | # 393   A83_M6  L  Linear Retract 2 from Storage Frame of CL3M ('c4'). (Faster)
2022-06-09 00:43:15,171 | itj_planning | INFO |                    22  TrajPts, 200.0 mm Flange Distance
2022-06-09 00:43:15,171 | itj_planning | INFO | # 394   A84_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-06-09 00:43:15,749 | itj_planning | INFO |                    169 TrajPts, 6782.9 mm Flange Distance
2022-06-09 00:43:15,749 | itj_planning | INFO | # 396   A84_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:43:15,796 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:15,796 | itj_planning | INFO | # 397   A84_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:43:15,811 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:15,811 | itj_planning | INFO | # 400   A84_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-09 00:43:15,842 | itj_planning | INFO |                    8   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:15,842 | itj_planning | INFO | # 402   A85_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-09 00:43:16,155 | itj_planning | INFO |                    92  TrajPts, 2360.5 mm Flange Distance
2022-06-09 00:43:16,155 | itj_planning | INFO | # 404   A85_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-09 00:43:16,186 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:16,186 | itj_planning | INFO | # 408   A85_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:16,202 | itj_planning | INFO |                    5   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:16,217 | itj_planning | INFO | # 409   A85_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:16,249 | itj_planning | INFO |                    12  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:16,249 | itj_planning | INFO | # 411   A86_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-06-09 00:43:16,796 | itj_planning | INFO |                    158 TrajPts, 5534.7 mm Flange Distance
2022-06-09 00:43:16,796 | itj_planning | INFO | # 413   A86_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-06-09 00:43:16,842 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:16,842 | itj_planning | INFO | # 414   A86_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-06-09 00:43:16,858 | itj_planning | INFO |                    3   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:16,858 | itj_planning | INFO | # 417   A86_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-06-09 00:43:16,874 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:43:16,889 | itj_planning | INFO | # 419   A87_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:17,468 | itj_planning | INFO |                    171 TrajPts, 3415.4 mm Flange Distance
2022-06-09 00:43:17,468 | itj_planning | INFO | # 420   A87_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:43:17,483 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:17,483 | itj_planning | INFO | # 422   A87_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:43:17,577 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:17,577 | itj_planning | INFO | # 423   A88_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b9')
2022-06-09 00:43:18,046 | itj_planning | INFO |                    133 TrajPts, 7070.9 mm Flange Distance
2022-06-09 00:43:18,046 | itj_planning | INFO | # 425   A88_M2  L  Linear Advance to Storage Frame of Beam ('b9')
2022-06-09 00:43:18,077 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:18,092 | itj_planning | INFO | # 428   A88_M5  L  Linear Retract after picking up Beam ('b9')
2022-06-09 00:43:18,155 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:43:18,155 | itj_planning | INFO | # 429   A89_M0  F  Free Move to bring Beam ('b9') to approach clamps on structure.
2022-06-09 00:43:18,905 | itj_planning | INFO |                    213 TrajPts, 7126.3 mm Flange Distance
2022-06-09 00:43:18,905 | itj_planning | INFO | # 430   A89_M1  L  Linear Advance to bring Beam ('b9') into clamp jaws
2022-06-09 00:43:18,967 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:43:18,967 | itj_planning | INFO | # 432   A89_M3  L  Robot and Clamps (['c3', 'c4']) syncronously move to clamp Beam ('b9')
2022-06-09 00:43:19,077 | itj_planning | INFO |                    25  TrajPts, 111.0 mm Flange Distance
2022-06-09 00:43:19,077 | itj_planning | INFO | # 435   A90_M2  L  Linear retract of Gripper from Beam ('b9')
2022-06-09 00:43:19,139 | itj_planning | INFO |                    13  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:43:19,139 | itj_planning | INFO | # 438   A92_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:19,842 | itj_planning | INFO |                    197 TrajPts, 7016.0 mm Flange Distance
2022-06-09 00:43:19,842 | itj_planning | INFO | # 439   A92_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:43:19,952 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:43:19,952 | itj_planning | INFO | # 441   A92_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:43:19,968 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:43:19,968 | itj_planning | INFO | # 442   A93_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-09 00:43:20,452 | itj_planning | INFO |                    133 TrajPts, 3076.8 mm Flange Distance
2022-06-09 00:43:20,452 | itj_planning | INFO | # 444   A93_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-09 00:43:20,468 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:43:20,483 | itj_planning | INFO | # 448   A93_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:20,483 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:43:20,499 | itj_planning | INFO | # 449   A93_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-09 00:43:20,546 | itj_planning | INFO |                    13  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:43:20,546 | itj_planning | INFO | # 452   A94_M1  F  Free Move to reach Storage Approach Frame of CL3M ('c3'), to place tool in storage.
2022-06-09 00:43:21,124 | itj_planning | INFO |                    162 TrajPts, 7803.5 mm Flange Distance
2022-06-09 00:43:21,124 | itj_planning | INFO | # 453   A94_M2  L  Linear Advance 1 to approach Storage Frame of CL3M ('c3'). (Faster)
2022-06-09 00:43:21,202 | itj_planning | INFO |                    23  TrajPts, 200.0 mm Flange Distance
2022-06-09 00:43:21,202 | itj_planning | INFO | # 454   A94_M3  L  Linear Advance 2 to Storage Frame of CL3M ('c3').
2022-06-09 00:43:21,217 | itj_planning | INFO |                    4   TrajPts, 30.0 mm Flange Distance
2022-06-09 00:43:21,217 | itj_planning | INFO | # 457   A94_M6  L  Linear Retract after placing CL3M ('c3') in storage
